eps= 2,eps= 10
247.554993415514,245.083745884249
248.822703381056,269.289029943504
214.866604681564,191.270827525122
228.900323286301,208.085275466956
236.491069826772,220.570457972345
240.911410328763,228.733497083702
390.425089033175,464.88840882151
194.084989939815,179.862093006184
175.367415448149,271.757665885676
