eps= 2,eps= 10
252.394851234145,249.098011407262
157.417353507436,144.472389449529
205.04434163659,172.243317462138
223.57091186891,195.990690438684
235.174092760973,212.906296364876
241.768905058559,223.577703202802
114.13698549616,122.740948728422
166.839791580778,121.347100867995
100.003776062866,92.9763471256715
